"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"name","name","name","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"random","random","c","Ljava/util/Random;","Ljava/util/Random;","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"minecraft","minecraft","b","Lcom/mojang/minecraft/server/MinecraftServer;","Lcom/mojang/minecraft/server/MinecraftServer;","com/mojang/network/HandlerList","com/mojang/a/a","com/mojang/network","1"
"handlerList","handlerList","c","Ljava/util/List;","Ljava/util/List;","com/mojang/network/HandlerList","com/mojang/a/a","com/mojang/network","1"
"serverSocketChannel","serverSocketChannel","a","Ljava/nio/channels/ServerSocketChannel;","Ljava/nio/channels/ServerSocketChannel;","com/mojang/network/HandlerList","com/mojang/a/a","com/mojang/network","1"
"playerInstances","playerInstances","p","[Lcom/mojang/minecraft/server/PlayerInstance;","[Lcom/mojang/minecraft/server/d;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"handlerList","handlerList","h","Lcom/mojang/network/HandlerList;","Lcom/mojang/a/a;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"bannedIP","bannedIP","q","Lcom/mojang/minecraft/server/PlayerList;","Lcom/mojang/minecraft/server/b;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"dateFormat","dateFormat","b","Ljava/text/DateFormat;","Ljava/text/DateFormat;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"port","port","o","I","I","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"isPublic","isPublic","n","Z","Z","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"banned","banned","g","Lcom/mojang/minecraft/server/PlayerList;","Lcom/mojang/minecraft/server/b;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"playerList","playerList","j","Ljava/util/List;","Ljava/util/List;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"level","level","c","Lcom/mojang/minecraft/level/Level;","Lcom/mojang/minecraft/level/Level;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"motd","motd","e","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"logger","logger","a","Ljava/util/logging/Logger;","Ljava/util/logging/Logger;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"properties","properties","m","Ljava/util/Properties;","Ljava/util/Properties;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"playerInstancesMap","playerInstancesMap","i","Ljava/util/Map;","Ljava/util/Map;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"admins","admins","f","Lcom/mojang/minecraft/server/PlayerList;","Lcom/mojang/minecraft/server/b;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"sendTimers","sendTimers","k","Ljava/util/List;","Ljava/util/List;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"maxPlayers","maxPlayers","l","I","I","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"serverName","serverName","d","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server/MinecraftServer","com/mojang/minecraft/server","1"
"socket","socket","g","Ljava/net/Socket;","Ljava/net/Socket;","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"stringPacket","stringPacket","i","[B","[B","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"serverHandler","serverHandler","e","Lcom/mojang/minecraft/server/PlayerInstance;","Lcom/mojang/minecraft/server/d;","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"ip","ip","f","Ljava/lang/String;","Ljava/lang/String;","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"packetBuffer","packetBuffer","d","Ljava/nio/ByteBuffer;","Ljava/nio/ByteBuffer;","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"socketChannel","socketChannel","b","Ljava/nio/channels/SocketChannel;","Ljava/nio/channels/SocketChannel;","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"initialized","initialized","h","Z","Z","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"processedData","processedData","c","Ljava/nio/ByteBuffer;","Ljava/nio/ByteBuffer;","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"connected","connected","a","Z","Z","com/mojang/network/NetHandler","com/mojang/a/b","com/mojang/network","1"
"p","p","a","[I","[I","com/mojang/minecraft/level/levelgen/synth/ImprovedNoise","com/mojang/minecraft/level/b/a/d","com/mojang/minecraft/level/levelgen/synth","1"
"serialVersionUID","serialVersionUID","serialVersionUID","J","J","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"epsilon","epsilon","epsilon","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"z1","z1","z1","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"y0","y0","y0","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"z0","z0","z0","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"x1","x1","x1","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"y1","y1","y1","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"x0","x0","x0","F","F","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys/AABB","com/mojang/minecraft/phys","1"
"levels","levels","b","I","I","com/mojang/minecraft/level/levelgen/synth/PerlinNoise","com/mojang/minecraft/level/b/a/b","com/mojang/minecraft/level/levelgen/synth","1"
"noiseLevels","noiseLevels","a","[Lcom/mojang/minecraft/level/levelgen/synth/ImprovedNoise;","[Lcom/mojang/minecraft/level/b/a/d;","com/mojang/minecraft/level/levelgen/synth/PerlinNoise","com/mojang/minecraft/level/b/a/b","com/mojang/minecraft/level/levelgen/synth","1"
"distort","distort","b","Lcom/mojang/minecraft/level/levelgen/synth/Synth;","Lcom/mojang/minecraft/level/b/a/c;","com/mojang/minecraft/level/levelgen/synth/Distort","com/mojang/minecraft/level/b/a/a","com/mojang/minecraft/level/levelgen/synth","1"
"source","source","a","Lcom/mojang/minecraft/level/levelgen/synth/Synth;","Lcom/mojang/minecraft/level/b/a/c;","com/mojang/minecraft/level/levelgen/synth/Distort","com/mojang/minecraft/level/b/a/a","com/mojang/minecraft/level/levelgen/synth","1"
"dirt","dirt","e","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"rock","rock","c","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"lava","lava","i","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"water","water","g","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"oreGold","oreGold","m","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"sand","sand","k","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"log","log","p","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"tiles","tiles","a","[Lcom/mojang/minecraft/level/tile/Tile;","[Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"tickSpeed","tickSpeed","s","[I","[I","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"shouldTick","shouldTick","b","[Z","[Z","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"unbreakable","unbreakable","f","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"grass","grass","d","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"calmLava","calmLava","j","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"id","id","r","I","I","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"calmWater","calmWater","h","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"oreIron","oreIron","n","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"gravel","gravel","l","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"leaf","leaf","q","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"oreCoal","oreCoal","o","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/b;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/b","com/mojang/minecraft/level/tile","1"
"minecraft","minecraft","a","Lcom/mojang/minecraft/server/MinecraftServer;","Lcom/mojang/minecraft/server/MinecraftServer;","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"coords","coords","g","[I","[I","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"width","width","b","I","I","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"random","random","e","Ljava/util/Random;","Ljava/util/Random;","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"depth","depth","d","I","I","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"height","height","c","I","I","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"blocks","blocks","f","[B","[B","com/mojang/minecraft/level/levelgen/LevelGen","com/mojang/minecraft/level/b/a","com/mojang/minecraft/level/levelgen","1"
"scheduledTime","scheduledTime","e","I","I","com/mojang/minecraft/level/Coord","com/mojang/minecraft/level/b","com/mojang/minecraft/level","1"
"id","id","d","I","I","com/mojang/minecraft/level/Coord","com/mojang/minecraft/level/b","com/mojang/minecraft/level","1"
"z","z","c","I","I","com/mojang/minecraft/level/Coord","com/mojang/minecraft/level/b","com/mojang/minecraft/level","1"
"y","y","b","I","I","com/mojang/minecraft/level/Coord","com/mojang/minecraft/level/b","com/mojang/minecraft/level","1"
"x","x","a","I","I","com/mojang/minecraft/level/Coord","com/mojang/minecraft/level/b","com/mojang/minecraft/level","1"
"lava","lava","c","Lcom/mojang/minecraft/level/material/Material;","Lcom/mojang/minecraft/level/c/a;","com/mojang/minecraft/level/material/Material","com/mojang/minecraft/level/c/a","com/mojang/minecraft/level/material","1"
"air","air","a","Lcom/mojang/minecraft/level/material/Material;","Lcom/mojang/minecraft/level/c/a;","com/mojang/minecraft/level/material/Material","com/mojang/minecraft/level/c/a","com/mojang/minecraft/level/material","1"
"water","water","b","Lcom/mojang/minecraft/level/material/Material;","Lcom/mojang/minecraft/level/c/a;","com/mojang/minecraft/level/material/Material","com/mojang/minecraft/level/c/a","com/mojang/minecraft/level/material","1"
"materials","materials","d","[Lcom/mojang/minecraft/level/material/Material;","[Lcom/mojang/minecraft/level/c/a;","com/mojang/minecraft/level/material/Material","com/mojang/minecraft/level/c/a","com/mojang/minecraft/level/material","1"
"LOGIN","LOGIN","b","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"LEVEL_BLOCKS","LEVEL_BLOCKS","f","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"LOADING_PROGRESS","LOADING_PROGRESS","e","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"LOAD_LEVEL","LOAD_LEVEL","d","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"TIMED_OUT","TIMED_OUT","c","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLAYER_TELEPORT","PLAYER_TELEPORT","j","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLAYER_JOIN","PLAYER_JOIN","i","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"SET_TILE","SET_TILE","h","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLACE_OR_REMOVE_BLOCK","PLACE_OR_REMOVE_BLOCK","g","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLAYER_DISCONNECT","PLAYER_DISCONNECT","n","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLAYER_ROTATE","PLAYER_ROTATE","m","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLAYER_MOVE","PLAYER_MOVE","l","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"PLAYER_MOVE_AND_ROTATE","PLAYER_MOVE_AND_ROTATE","k","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"packetTypes","packetTypes","s","[Ljava/lang/Class;","[Ljava/lang/Class;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"KICK_PLAYER","KICK_PLAYER","p","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"CHAT_MESSAGE","CHAT_MESSAGE","o","Lcom/mojang/minecraft/net/Packet;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"size","size","q","I","I","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"packets","packets","a","[Lcom/mojang/minecraft/net/Packet;","[Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"counter","counter","t","I","I","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"packetType","packetType","r","B","B","com/mojang/minecraft/net/Packet","com/mojang/minecraft/a/a","com/mojang/minecraft/net","1"
"minecraft","minecraft","a","Lcom/mojang/minecraft/server/MinecraftServer;","Lcom/mojang/minecraft/server/MinecraftServer;","com/mojang/minecraft/level/LevelIO","com/mojang/minecraft/level/a","com/mojang/minecraft/level","1"
"netServerHandler","netServerHandler","b","Lcom/mojang/minecraft/server/PlayerInstance;","Lcom/mojang/minecraft/server/d;","com/mojang/minecraft/server/MonitorBlocksThread","com/mojang/minecraft/server/a","com/mojang/minecraft/server","1"
"blocks","blocks","a","[B","[B","com/mojang/minecraft/server/MonitorBlocksThread","com/mojang/minecraft/server/a","com/mojang/minecraft/server","1"
"logger","logger","a","Ljava/util/logging/Logger;","Ljava/util/logging/Logger;","com/mojang/minecraft/server/PlayerList","com/mojang/minecraft/server/b","com/mojang/minecraft/server","1"
"filename","filename","b","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/server/PlayerList","com/mojang/minecraft/server/b","com/mojang/minecraft/server","1"
"players","players","e","Ljava/util/Set;","Ljava/util/Set;","com/mojang/minecraft/server/PlayerList","com/mojang/minecraft/server/b","com/mojang/minecraft/server","1"
"caseDependent","caseDependent","d","Z","Z","com/mojang/minecraft/server/PlayerList","com/mojang/minecraft/server/b","com/mojang/minecraft/server","1"
"file","file","c","Ljava/io/File;","Ljava/io/File;","com/mojang/minecraft/server/PlayerList","com/mojang/minecraft/server/b","com/mojang/minecraft/server","1"
"tileId","tileId","u","I","I","com/mojang/minecraft/level/tile/LiquidTile","com/mojang/minecraft/level/a/h","com/mojang/minecraft/level/tile","1"
"calmTileId","calmTileId","t","I","I","com/mojang/minecraft/level/tile/LiquidTile","com/mojang/minecraft/level/a/h","com/mojang/minecraft/level/tile","1"
"material","material","s","Lcom/mojang/minecraft/level/material/Material;","Lcom/mojang/minecraft/level/c/a;","com/mojang/minecraft/level/tile/LiquidTile","com/mojang/minecraft/level/a/h","com/mojang/minecraft/level/tile","1"
"removed","removed","removed","Z","Z","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"z","z","z","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"xo","xo","xo","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"level","level","level","Lcom/mojang/minecraft/level/Level;","Lcom/mojang/minecraft/level/Level;","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"yo","yo","yo","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"zo","zo","zo","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"bbHeight","bbHeight","bbHeight","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"onGround","onGround","onGround","Z","Z","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"horizontalCollision","horizontalCollision","horizontalCollision","Z","Z","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"serialVersionUID","serialVersionUID","serialVersionUID","J","J","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"xd","xd","xd","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"yd","yd","yd","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"zd","zd","zd","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"bbWidth","bbWidth","bbWidth","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"heightOffset","heightOffset","heightOffset","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"yRot","yRot","yRot","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"xRotO","xRotO","xRotO","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"yRotO","yRotO","yRotO","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"xRot","xRot","xRot","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"bb","bb","bb","Lcom/mojang/minecraft/phys/AABB;","Lcom/mojang/minecraft/phys/AABB;","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"y","y","y","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"x","x","x","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","1"
"urlConnection","urlConnection","a","Ljava/net/HttpURLConnection;","Ljava/net/HttpURLConnection;","com/mojang/minecraft/server/HeartbeatThread","com/mojang/minecraft/server/e","com/mojang/minecraft/server","1"
"url","url","b","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/server/HeartbeatThread","com/mojang/minecraft/server/e","com/mojang/minecraft/server","1"
"timer","timer","b","I","I","com/mojang/minecraft/server/SendTimer","com/mojang/minecraft/server/c","com/mojang/minecraft/server","1"
"netHandler","netHandler","a","Lcom/mojang/network/NetHandler;","Lcom/mojang/a/b;","com/mojang/minecraft/server/SendTimer","com/mojang/minecraft/server/c","com/mojang/minecraft/server","1"
"minecraft","minecraft","e","Lcom/mojang/minecraft/server/MinecraftServer;","Lcom/mojang/minecraft/server/MinecraftServer;","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"blocks","blocks","o","[B","[B","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"ticks","ticks","n","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"pitch","pitch","l","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"yaw","yaw","m","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"y","y","j","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"z","z","k","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"logger","logger","d","Ljava/util/logging/Logger;","Ljava/util/logging/Logger;","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"x","x","i","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"username","username","b","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"playerID","playerID","c","I","I","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"sendingPackets","sendingPackets","g","Z","Z","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"onlyIP","onlyIP","f","Z","Z","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"netHandler","netHandler","a","Lcom/mojang/network/NetHandler;","Lcom/mojang/a/b;","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
"packets","packets","h","Ljava/util/ArrayList;","Ljava/util/ArrayList;","com/mojang/minecraft/server/PlayerInstance","com/mojang/minecraft/server/d","com/mojang/minecraft/server","1"
